,event_name,human_instructions,time_estimate_min,time_taken_min,soil_plot_list,tools used,consumables_used,days after planting,growing degree days after planting
0,planting,"make rows 1 cm deep, 12 inches apart. Seed 3 cm spacing and cover with light dirt. Press down and water",30,-1,,hoe,seed,0,
,,,,,,boots,,,
