x,y,SNOW_ON_GROUND,SPEED_MAX_GUST,LOCAL_MONTH,MAX_REL_HUMIDITY,HEATING_DEGREE_DAYS_FLAG,LOCAL_DAY,DIRECTION_MAX_GUST_FLAG,TOTAL_PRECIPITATION_FLAG,TOTAL_SNOW,MIN_REL_HUMIDITY,STATION_NAME,MAX_TEMPERATURE,TOTAL_RAIN,ID,MIN_TEMPERATURE_FLAG,SNOW_ON_GROUND_FLAG,SPEED_MAX_GUST_FLAG,PROVINCE_CODE,CLIMATE_IDENTIFIER,LOCAL_YEAR,MAX_TEMPERATURE_FLAG,COOLING_DEGREE_DAYS,TOTAL_SNOW_FLAG,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,DIRECTION_MAX_GUST,TOTAL_RAIN_FLAG,TOTAL_PRECIPITATION,MEAN_TEMPERATURE,LOCAL_DATE,HEATING_DEGREE_DAYS,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY_FLAG,COOLING_DEGREE_DAYS_FLAG
-66.08805555555556,43.82694444444444,,39,5,93,,22,,M,,61,YARMOUTH A,15.3,,8206496.2020.5.22,,,,NS,8206496,2020,,0,,,7.3,25,,,11.3,2020-05-22 00:00:00,6.7,,,
-66.08805555555556,43.82694444444444,,33,5,91,,23,,M,,28,YARMOUTH A,17.8,,8206496.2020.5.23,,,,NS,8206496,2020,,0,,,2.8,6,,,10.3,2020-05-23 00:00:00,7.7,,,
-66.08805555555556,43.82694444444444,,33,5,92,,24,,M,,35,YARMOUTH A,14,,8206496.2020.5.24,,,,NS,8206496,2020,,0,,,1,19,,,7.5,2020-05-24 00:00:00,10.5,,,
-66.08805555555556,43.82694444444444,,,5,99,,25,,M,,31,YARMOUTH A,17.4,,8206496.2020.5.25,,,,NS,8206496,2020,,0,,,3,,,,10.2,2020-05-25 00:00:00,7.8,,,
-66.08805555555556,43.82694444444444,,39,5,100,,26,,M,,86,YARMOUTH A,17.3,,8206496.2020.5.26,,,,NS,8206496,2020,,0,,,10.7,22,,,14,2020-05-26 00:00:00,4,,,
-66.08805555555556,43.82694444444444,,31,5,100,,27,,M,,81,YARMOUTH A,16.9,,8206496.2020.5.27,,,,NS,8206496,2020,,0,,,11,22,,,14,2020-05-27 00:00:00,4,,,
-66.08805555555556,43.82694444444444,,43,5,100,,28,,M,,86,YARMOUTH A,17.9,,8206496.2020.5.28,,,,NS,8206496,2020,,0,,,11,22,,,14.5,2020-05-28 00:00:00,3.5,,,
-66.08805555555556,43.82694444444444,,52,5,100,,29,,M,,94,YARMOUTH A,16.8,,8206496.2020.5.29,,,,NS,8206496,2020,,0,,,11.9,22,,,14.4,2020-05-29 00:00:00,3.6,,,
-66.08805555555556,43.82694444444444,,54,5,100,,30,,M,,98,YARMOUTH A,15.3,,8206496.2020.5.30,,,,NS,8206496,2020,,0,,,10.2,21,,,12.8,2020-05-30 00:00:00,5.2,,,
-66.08805555555556,43.82694444444444,,37,5,100,,31,,M,,58,YARMOUTH A,18.1,,8206496.2020.5.31,,,,NS,8206496,2020,,0,,,6.1,33,,,12.1,2020-05-31 00:00:00,5.9,,,
-66.08805555555556,43.82694444444444,,42,6,86,,1,,M,,51,YARMOUTH A,11.6,,8206496.2020.6.1,,,,NS,8206496,2020,,0,,,5.1,31,,,8.4,2020-06-01 00:00:00,9.6,,,
-66.08805555555556,43.82694444444444,,46,6,87,,2,,M,,50,YARMOUTH A,12.2,,8206496.2020.6.2,,,,NS,8206496,2020,,0,,,5.4,29,,,8.8,2020-06-02 00:00:00,9.2,,,
-66.08805555555556,43.82694444444444,,,6,100,,3,,M,,89,YARMOUTH A,13,,8206496.2020.6.3,,,,NS,8206496,2020,,0,,,8.2,,,,10.6,2020-06-03 00:00:00,7.4,,,
-66.08805555555556,43.82694444444444,,37,6,100,,4,,M,,72,YARMOUTH A,18.1,,8206496.2020.6.4,,,,NS,8206496,2020,,0,,,9.2,24,,,13.7,2020-06-04 00:00:00,4.3,,,
-66.08805555555556,43.82694444444444,,39,6,100,,5,,M,,86,YARMOUTH A,18.1,,8206496.2020.6.5,,,,NS,8206496,2020,,0,,,11.2,24,,,14.7,2020-06-05 00:00:00,3.3,,,
-66.08805555555556,43.82694444444444,,42,6,100,,6,,M,,100,YARMOUTH A,15.3,,8206496.2020.6.6,,,,NS,8206496,2020,,0,,,11,21,,,13.2,2020-06-06 00:00:00,4.8,,,
-66.08805555555556,43.82694444444444,,42,6,100,,7,,M,,62,YARMOUTH A,16,,8206496.2020.6.7,,,,NS,8206496,2020,,0,,,9,36,,,12.5,2020-06-07 00:00:00,5.5,,,
-66.08805555555556,43.82694444444444,,33,6,95,,8,,M,,53,YARMOUTH A,17.9,,8206496.2020.6.8,,,,NS,8206496,2020,,0,,,7.8,31,,,12.9,2020-06-08 00:00:00,5.1,,,
-66.08805555555556,43.82694444444444,,32,6,98,,9,,M,,52,YARMOUTH A,17.2,,8206496.2020.6.9,,,,NS,8206496,2020,,0,,,7.8,27,,,12.5,2020-06-09 00:00:00,5.5,,,
-66.08805555555556,43.82694444444444,,40,6,96,,10,,M,,31,YARMOUTH A,19.4,,8206496.2020.6.10,,,,NS,8206496,2020,,0,,,8.2,15,,,13.8,2020-06-10 00:00:00,4.2,,,
-66.08805555555556,43.82694444444444,,48,6,100,,11,,M,,75,YARMOUTH A,19.3,,8206496.2020.6.11,,,,NS,8206496,2020,,0,,,10.8,20,,,15.1,2020-06-11 00:00:00,2.9,,,
-66.08805555555556,43.82694444444444,,35,6,100,,12,,M,,99,YARMOUTH A,14.4,,8206496.2020.6.12,,,,NS,8206496,2020,,0,,,11.3,19,,,12.9,2020-06-12 00:00:00,5.1,,,
-66.08805555555556,43.82694444444444,,,6,100,,13,,M,,54,YARMOUTH A,20.5,,8206496.2020.6.13,,,,NS,8206496,2020,,0,,,10.4,,,,15.5,2020-06-13 00:00:00,2.5,,,
-66.08805555555556,43.82694444444444,,,6,98,,14,,M,,78,YARMOUTH A,18.9,,8206496.2020.6.14,,,,NS,8206496,2020,,0,,,10.2,,,,14.6,2020-06-14 00:00:00,3.4,,,
-66.08805555555556,43.82694444444444,,,6,96,,15,,M,,58,YARMOUTH A,20,,8206496.2020.6.15,,,,NS,8206496,2020,,0,,,8.5,,,,14.3,2020-06-15 00:00:00,3.7,,,
-66.08805555555556,43.82694444444444,,,6,100,,16,,M,,46,YARMOUTH A,21.9,,8206496.2020.6.16,,,,NS,8206496,2020,,0,,,7.6,,,,14.8,2020-06-16 00:00:00,3.2,,,
-66.08805555555556,43.82694444444444,,,6,100,,17,,M,,49,YARMOUTH A,21.2,,8206496.2020.6.17,,,,NS,8206496,2020,,0,,,6.1,,,,13.7,2020-06-17 00:00:00,4.3,,,
-66.08805555555556,43.82694444444444,,,6,100,,18,,M,,48,YARMOUTH A,21.1,,8206496.2020.6.18,,,,NS,8206496,2020,,0,,,7.6,,,,14.4,2020-06-18 00:00:00,3.6,,,
-66.08805555555556,43.82694444444444,,33,6,100,,19,,M,,88,YARMOUTH A,18.3,,8206496.2020.6.19,,,,NS,8206496,2020,,0,,,12.7,26,,,15.5,2020-06-19 00:00:00,2.5,,,
-66.08805555555556,43.82694444444444,,,6,100,,20,,M,,80,YARMOUTH A,21.5,,8206496.2020.6.20,,,,NS,8206496,2020,,0,,,12.9,,,,17.2,2020-06-20 00:00:00,0.8,,,
-66.08805555555556,43.82694444444444,,,6,100,,21,,M,,67,YARMOUTH A,23.9,,8206496.2020.6.21,,,,NS,8206496,2020,,0.5,,,13,,,,18.5,2020-06-21 00:00:00,0,,,
-66.08805555555556,43.82694444444444,,,6,100,,22,,M,,70,YARMOUTH A,26.4,,8206496.2020.6.22,,,,NS,8206496,2020,,1.8,,,13.1,,,,19.8,2020-06-22 00:00:00,0,,,
-66.08805555555556,43.82694444444444,,,6,100,,23,,M,,81,YARMOUTH A,23.1,,8206496.2020.6.23,,,,NS,8206496,2020,,0.6,,,14,,,,18.6,2020-06-23 00:00:00,0,,,
-66.08805555555556,43.82694444444444,,31,6,100,,24,,M,,89,YARMOUTH A,20.6,,8206496.2020.6.24,,,,NS,8206496,2020,,0,,,13.2,18,,,16.9,2020-06-24 00:00:00,1.1,,,
-66.08805555555556,43.82694444444444,,,6,100,,25,,M,,81,YARMOUTH A,23.2,,8206496.2020.6.25,,,,NS,8206496,2020,,0.4,,,13.5,,,,18.4,2020-06-25 00:00:00,0,,,
-66.08805555555556,43.82694444444444,,36,6,100,,26,,M,,71,YARMOUTH A,21.6,,8206496.2020.6.26,,,,NS,8206496,2020,,0,,,13,24,,,17.3,2020-06-26 00:00:00,0.7,,,
-66.08805555555556,43.82694444444444,,,6,100,,27,,M,,78,YARMOUTH A,20.7,,8206496.2020.6.27,,,,NS,8206496,2020,,0,,,12.9,,,,16.8,2020-06-27 00:00:00,1.2,,,
-66.08805555555556,43.82694444444444,,,6,100,,28,,M,,85,YARMOUTH A,21.9,,8206496.2020.6.28,,,,NS,8206496,2020,,0,,,12.5,,,,17.2,2020-06-28 00:00:00,0.8,,,
-66.08805555555556,43.82694444444444,,41,6,100,,29,,M,,74,YARMOUTH A,23.7,,8206496.2020.6.29,,,,NS,8206496,2020,,0.5,,,13.2,10,,,18.5,2020-06-29 00:00:00,0,,,
-66.08805555555556,43.82694444444444,,,6,100,,30,,M,,75,YARMOUTH A,26.5,,8206496.2020.6.30,,,,NS,8206496,2020,,4.2,,,17.9,,,,22.2,2020-06-30 00:00:00,0,,,
-66.08805555555556,43.82694444444444,,,7,100,,1,,M,,82,YARMOUTH A,22.5,,8206496.2020.7.1,,,,NS,8206496,2020,,0.2,,,13.8,,,,18.2,2020-07-01 00:00:00,0,,,
-66.08805555555556,43.82694444444444,,,7,100,,2,,M,,89,YARMOUTH A,19.4,,8206496.2020.7.2,,,,NS,8206496,2020,,0,,,13.4,,,,16.4,2020-07-02 00:00:00,1.6,,,
-66.08805555555556,43.82694444444444,,,7,100,,3,,M,,67,YARMOUTH A,23.2,,8206496.2020.7.3,,,,NS,8206496,2020,,0.3,,,13.4,,,,18.3,2020-07-03 00:00:00,0,,,
-66.08805555555556,43.82694444444444,,,7,99,,4,,M,,59,YARMOUTH A,22.4,,8206496.2020.7.4,,,,NS,8206496,2020,,0,,,12.4,,,,17.4,2020-07-04 00:00:00,0.6,,,
-66.08805555555556,43.82694444444444,,,7,95,,5,,M,,73,YARMOUTH A,19.1,,8206496.2020.7.5,,,,NS,8206496,2020,,0,,,11.9,,,,15.5,2020-07-05 00:00:00,2.5,,,
-66.08805555555556,43.82694444444444,,,7,100,,6,,M,,68,YARMOUTH A,18.8,,8206496.2020.7.6,,,,NS,8206496,2020,,0,,,10.6,,,,14.7,2020-07-06 00:00:00,3.3,,,
-66.08805555555556,43.82694444444444,,,7,100,,7,,M,,69,YARMOUTH A,19.4,,8206496.2020.7.7,,,,NS,8206496,2020,,0,,,11,,,,15.2,2020-07-07 00:00:00,2.8,,,
-66.08805555555556,43.82694444444444,,36,7,100,,8,,M,,69,YARMOUTH A,20.3,,8206496.2020.7.8,,,,NS,8206496,2020,,0,,,11.7,20,,,16,2020-07-08 00:00:00,2,,,
-66.08805555555556,43.82694444444444,,,7,100,,9,,M,,74,YARMOUTH A,24.1,,8206496.2020.7.9,,,,NS,8206496,2020,,0.6,,,13,,,,18.6,2020-07-09 00:00:00,0,,,
-66.08805555555556,43.82694444444444,,,7,100,,10,,M,,78,YARMOUTH A,26.1,,8206496.2020.7.10,,,,NS,8206496,2020,,2.9,,,15.6,,,,20.9,2020-07-10 00:00:00,0,,,
-66.08805555555556,43.82694444444444,,34,7,100,,11,,M,,97,YARMOUTH A,23.9,,8206496.2020.7.11,,,,NS,8206496,2020,,2.4,,,16.8,18,,,20.4,2020-07-11 00:00:00,0,,,
-66.08805555555556,43.82694444444444,,48,7,100,,12,,M,,85,YARMOUTH A,22,,8206496.2020.7.12,,,,NS,8206496,2020,,1,,,16,21,,,19,2020-07-12 00:00:00,0,,,
-66.08805555555556,43.82694444444444,,,7,100,,13,,M,,85,YARMOUTH A,22.8,,8206496.2020.7.13,,,,NS,8206496,2020,,1.2,,,15.6,,,,19.2,2020-07-13 00:00:00,0,,,
-66.08805555555556,43.82694444444444,,,7,100,,14,,M,,84,YARMOUTH A,24.6,,8206496.2020.7.14,,,,NS,8206496,2020,,2.2,,,15.7,,,,20.2,2020-07-14 00:00:00,0,,,
-66.08805555555556,43.82694444444444,,33,7,94,,15,,M,,70,YARMOUTH A,20.9,,8206496.2020.7.15,,,,NS,8206496,2020,,0,,,13.8,4,,,17.4,2020-07-15 00:00:00,0.6,,,
-66.08805555555556,43.82694444444444,,,7,91,,16,,M,,67,YARMOUTH A,18.4,,8206496.2020.7.16,,,,NS,8206496,2020,,0,,,13.1,,,,15.8,2020-07-16 00:00:00,2.2,,,
-66.08805555555556,43.82694444444444,,31,7,100,,17,,M,,75,YARMOUTH A,18.3,,8206496.2020.7.17,,,,NS,8206496,2020,,0,,,12.4,18,,,15.4,2020-07-17 00:00:00,2.6,,,
-66.08805555555556,43.82694444444444,,,7,100,,18,,M,,80,YARMOUTH A,20.1,,8206496.2020.7.18,,,,NS,8206496,2020,,0,,,14.4,,,,17.3,2020-07-18 00:00:00,0.7,,,
-66.08805555555556,43.82694444444444,,38,7,100,,19,,M,,82,YARMOUTH A,23.5,,8206496.2020.7.19,,,,NS,8206496,2020,,1,,,14.4,20,,,19,2020-07-19 00:00:00,0,,,
-66.08805555555556,43.82694444444444,,44,7,100,,20,,M,,85,YARMOUTH A,21.5,,8206496.2020.7.20,,,,NS,8206496,2020,,0.5,,,15.5,21,,,18.5,2020-07-20 00:00:00,0,,,
-66.08805555555556,43.82694444444444,,,7,100,,21,,M,,67,YARMOUTH A,26.2,,8206496.2020.7.21,,,,NS,8206496,2020,,2.5,,,14.7,,,,20.5,2020-07-21 00:00:00,0,,,
-66.08805555555556,43.82694444444444,,,7,100,,22,,M,,50,YARMOUTH A,25.8,,8206496.2020.7.22,,,,NS,8206496,2020,,2,,,14.2,,,,20,2020-07-22 00:00:00,0,,,
-66.08805555555556,43.82694444444444,,,7,100,,23,,M,,98,YARMOUTH A,20.7,,8206496.2020.7.23,,,,NS,8206496,2020,,0.4,,,16.1,,,,18.4,2020-07-23 00:00:00,0,,,
-66.08805555555556,43.82694444444444,,,7,100,,24,,M,,83,YARMOUTH A,24.2,,8206496.2020.7.24,,,,NS,8206496,2020,,1.7,,,15.1,,,,19.7,2020-07-24 00:00:00,0,,,
-66.08805555555556,43.82694444444444,,,7,100,,25,,M,,69,YARMOUTH A,23.7,,8206496.2020.7.25,,,,NS,8206496,2020,,0.8,,,13.9,,,,18.8,2020-07-25 00:00:00,0,,,
-66.08805555555556,43.82694444444444,,,7,100,,26,,M,,78,YARMOUTH A,23,,8206496.2020.7.26,,,,NS,8206496,2020,,1.4,,,15.8,,,,19.4,2020-07-26 00:00:00,0,,,
-66.08805555555556,43.82694444444444,,,7,100,,27,,M,,80,YARMOUTH A,24.5,,8206496.2020.7.27,,,,NS,8206496,2020,,2.3,,,16.1,,,,20.3,2020-07-27 00:00:00,0,,,
-66.08805555555556,43.82694444444444,,,7,100,,28,,M,,80,YARMOUTH A,24.4,,8206496.2020.7.28,,,,NS,8206496,2020,,3,,,17.5,,,,21,2020-07-28 00:00:00,0,,,
-66.08805555555556,43.82694444444444,,,7,100,,29,,M,,55,YARMOUTH A,28.4,,8206496.2020.7.29,,,,NS,8206496,2020,,4.2,,,16,,,,22.2,2020-07-29 00:00:00,0,,,
-66.08805555555556,43.82694444444444,,,7,100,,30,,M,,83,YARMOUTH A,23,,8206496.2020.7.30,,,,NS,8206496,2020,,1.2,,,15.3,,,,19.2,2020-07-30 00:00:00,0,,,
-66.08805555555556,43.82694444444444,,,7,100,,31,,M,,74,YARMOUTH A,24.3,,8206496.2020.7.31,,,,NS,8206496,2020,,1.3,,,14.2,,,,19.3,2020-07-31 00:00:00,0,,,
-66.08805555555556,43.82694444444444,,37,8,100,,1,,M,,64,YARMOUTH A,24.5,,8206496.2020.8.1,,,,NS,8206496,2020,,1.8,,,15.1,33,,,19.8,2020-08-01 00:00:00,0,,,
-66.08805555555556,43.82694444444444,,,8,99,,2,,M,,57,YARMOUTH A,25.9,,8206496.2020.8.2,,,,NS,8206496,2020,,2.5,,,15,,,,20.5,2020-08-02 00:00:00,0,,,
-66.08805555555556,43.82694444444444,,44,8,100,,3,,M,,87,YARMOUTH A,23.5,,8206496.2020.8.3,,,,NS,8206496,2020,,1.9,,,16.2,23,,,19.9,2020-08-03 00:00:00,0,,,
-66.08805555555556,43.82694444444444,,43,8,100,,4,,M,,56,YARMOUTH A,26.3,,8206496.2020.8.4,,,,NS,8206496,2020,,3,,,15.6,19,,,21,2020-08-04 00:00:00,0,,,
-66.08805555555556,43.82694444444444,,41,8,100,,5,,M,,81,YARMOUTH A,25.7,,8206496.2020.8.5,,,,NS,8206496,2020,,3.2,,,16.6,24,,,21.2,2020-08-05 00:00:00,0,,,
-66.08805555555556,43.82694444444444,,,8,100,,6,,M,,52,YARMOUTH A,23.1,,8206496.2020.8.6,,,,NS,8206496,2020,,1.3,,,15.4,,,,19.3,2020-08-06 00:00:00,0,,,
-66.08805555555556,43.82694444444444,,,8,98,,7,,M,,57,YARMOUTH A,23.7,,8206496.2020.8.7,,,,NS,8206496,2020,,0.8,,,13.8,,,,18.8,2020-08-07 00:00:00,0,,,
-66.08805555555556,43.82694444444444,,,8,100,,8,,M,,53,YARMOUTH A,23.1,,8206496.2020.8.8,,,,NS,8206496,2020,,0.5,,,13.8,,,,18.5,2020-08-08 00:00:00,0,,,
-66.08805555555556,43.82694444444444,,32,8,100,,9,,M,,89,YARMOUTH A,21.8,,8206496.2020.8.9,,,,NS,8206496,2020,,0,,,14,22,,,17.9,2020-08-09 00:00:00,0.1,,,
-66.08805555555556,43.82694444444444,,,8,100,,10,,M,,89,YARMOUTH A,21.5,,8206496.2020.8.10,,,,NS,8206496,2020,,0.2,,,14.8,,,,18.2,2020-08-10 00:00:00,0,,,
-66.08805555555556,43.82694444444444,,,8,100,,11,,M,,98,YARMOUTH A,20.3,,8206496.2020.8.11,,,,NS,8206496,2020,,0.9,,,17.5,,,,18.9,2020-08-11 00:00:00,0,,,
-66.08805555555556,43.82694444444444,,31,8,100,,12,,M,,97,YARMOUTH A,23.1,,8206496.2020.8.12,,,,NS,8206496,2020,,2,,,16.9,22,,,20,2020-08-12 00:00:00,0,,,
-66.08805555555556,43.82694444444444,,,8,100,,13,,M,,57,YARMOUTH A,29.4,,8206496.2020.8.13,,,,NS,8206496,2020,,5,,,16.5,,,,23,2020-08-13 00:00:00,0,,,
-66.08805555555556,43.82694444444444,,31,8,100,,14,,M,,62,YARMOUTH A,26.8,,8206496.2020.8.14,,,,NS,8206496,2020,,2.7,,,14.5,9,,,20.7,2020-08-14 00:00:00,0,,,
-66.08805555555556,43.82694444444444,,33,8,96,,15,,M,,66,YARMOUTH A,23.7,,8206496.2020.8.15,,,,NS,8206496,2020,,2.4,,,17,9,,,20.4,2020-08-15 00:00:00,0,,,
-66.08805555555556,43.82694444444444,,,8,100,,16,,M,,59,YARMOUTH A,23.8,,8206496.2020.8.16,,,,NS,8206496,2020,,1.2,,,14.5,,,,19.2,2020-08-16 00:00:00,0,,,
-66.08805555555556,43.82694444444444,,44,8,100,,17,,M,,78,YARMOUTH A,20.2,,8206496.2020.8.17,,,,NS,8206496,2020,,0,,,13.1,7,,,16.7,2020-08-17 00:00:00,1.3,,,
-66.08805555555556,43.82694444444444,,,8,100,,18,,M,,71,YARMOUTH A,21.4,,8206496.2020.8.18,,,,NS,8206496,2020,,0,,,11.5,,,,16.5,2020-08-18 00:00:00,1.5,,,
-66.08805555555556,43.82694444444444,,,8,100,,19,,M,,65,YARMOUTH A,21.3,,8206496.2020.8.19,,,,NS,8206496,2020,,0,,,14.3,,,,17.8,2020-08-19 00:00:00,0.2,,,
-66.08805555555556,43.82694444444444,,,8,100,,20,,M,,63,YARMOUTH A,19.6,,8206496.2020.8.20,,,,NS,8206496,2020,,0,,,13,,,,16.3,2020-08-20 00:00:00,1.7,,,
-66.08805555555556,43.82694444444444,,37,8,100,,21,,M,,82,YARMOUTH A,21.4,,8206496.2020.8.21,,,,NS,8206496,2020,,0,,,14.1,24,,,17.8,2020-08-21 00:00:00,0.2,,,
-66.08805555555556,43.82694444444444,,,8,100,,22,,M,,74,YARMOUTH A,21.9,,8206496.2020.8.22,,,,NS,8206496,2020,,0,,,12.7,,,,17.3,2020-08-22 00:00:00,0.7,,,
-66.08805555555556,43.82694444444444,,,8,100,,23,,M,,64,YARMOUTH A,23.6,,8206496.2020.8.23,,,,NS,8206496,2020,,0,,,10.1,,,,16.9,2020-08-23 00:00:00,1.1,,,
-66.08805555555556,43.82694444444444,,,8,100,,24,,M,,74,YARMOUTH A,25.4,,8206496.2020.8.24,,,,NS,8206496,2020,,2.1,,,14.7,,,,20.1,2020-08-24 00:00:00,0,,,
-66.08805555555556,43.82694444444444,,31,8,100,,25,,M,,94,YARMOUTH A,19.7,,8206496.2020.8.25,,,,NS,8206496,2020,,0,,,15.3,32,,,17.5,2020-08-25 00:00:00,0.5,,,
-66.08805555555556,43.82694444444444,,49,8,96,,26,,M,,60,YARMOUTH A,17.8,,8206496.2020.8.26,,,,NS,8206496,2020,,0,,,12.3,32,,,15.1,2020-08-26 00:00:00,2.9,,,
-66.08805555555556,43.82694444444444,,47,8,96,,27,,M,,57,YARMOUTH A,17.1,,8206496.2020.8.27,,,,NS,8206496,2020,,0,,,11.1,28,,,14.1,2020-08-27 00:00:00,3.9,,,
-66.08805555555556,43.82694444444444,,34,8,100,,28,,M,,54,YARMOUTH A,19.6,,8206496.2020.8.28,,,,NS,8206496,2020,,0,,,10.1,25,,,14.9,2020-08-28 00:00:00,3.1,,,
-66.08805555555556,43.82694444444444,,37,8,100,,29,,M,,53,YARMOUTH A,21.5,,8206496.2020.8.29,,,,NS,8206496,2020,,0,,,10.2,19,,,15.9,2020-08-29 00:00:00,2.1,,,
-66.08805555555556,43.82694444444444,,46,8,100,,30,,M,,72,YARMOUTH A,18.8,,8206496.2020.8.30,,,,NS,8206496,2020,,0,,,12,26,,,15.4,2020-08-30 00:00:00,2.6,,,
-66.08805555555556,43.82694444444444,,39,8,100,,31,,M,,60,YARMOUTH A,16.4,,8206496.2020.8.31,,,,NS,8206496,2020,,0,,,9.1,32,,,12.8,2020-08-31 00:00:00,5.2,,,
-66.08805555555556,43.82694444444444,,,9,100,,1,,M,,49,YARMOUTH A,20.8,,8206496.2020.9.1,,,,NS,8206496,2020,,0,,,8.3,,,,14.6,2020-09-01 00:00:00,3.4,,,
-66.08805555555556,43.82694444444444,,46,9,100,,2,,M,,71,YARMOUTH A,21.3,,8206496.2020.9.2,,,,NS,8206496,2020,,0,,,9.8,15,,,15.6,2020-09-02 00:00:00,2.4,,,
-66.08805555555556,43.82694444444444,,42,9,100,,3,,M,,99,YARMOUTH A,21.1,,8206496.2020.9.3,,,,NS,8206496,2020,,1.1,,,17.1,19,,,19.1,2020-09-03 00:00:00,0,,,
-66.08805555555556,43.82694444444444,,33,9,100,,4,,M,,79,YARMOUTH A,22.9,,8206496.2020.9.4,,,,NS,8206496,2020,,0.4,,,13.8,22,,,18.4,2020-09-04 00:00:00,0,,,
-66.08805555555556,43.82694444444444,,,9,100,,5,,M,,57,YARMOUTH A,19.7,,8206496.2020.9.5,,,,NS,8206496,2020,,0,,,11.8,,,,15.8,2020-09-05 00:00:00,2.2,,,
-66.08805555555556,43.82694444444444,,,9,100,,6,,M,,87,YARMOUTH A,19.4,,8206496.2020.9.6,,,,NS,8206496,2020,,0,,,9.8,,,,14.6,2020-09-06 00:00:00,3.4,,,
-66.08805555555556,43.82694444444444,,,9,100,,7,,M,,42,YARMOUTH A,23.4,,8206496.2020.9.7,,,,NS,8206496,2020,,0,,,11.6,,,,17.5,2020-09-07 00:00:00,0.5,,,
-66.08805555555556,43.82694444444444,,,9,100,,8,,M,,72,YARMOUTH A,23.4,,8206496.2020.9.8,,,,NS,8206496,2020,,0,,,11.9,,,,17.7,2020-09-08 00:00:00,0.3,,,
-66.08805555555556,43.82694444444444,,,9,100,,9,,M,,70,YARMOUTH A,26.1,,8206496.2020.9.9,,,,NS,8206496,2020,,1.2,,,12.2,,,,19.2,2020-09-09 00:00:00,0,,,
-66.08805555555556,43.82694444444444,,,9,100,,10,,M,,100,YARMOUTH A,22.5,,8206496.2020.9.10,,,,NS,8206496,2020,,1.8,,,17.1,,,,19.8,2020-09-10 00:00:00,0,,,
-66.08805555555556,43.82694444444444,,36,9,100,,11,,M,,65,YARMOUTH A,18.8,,8206496.2020.9.11,,,,NS,8206496,2020,,0,,,7,1,,,12.9,2020-09-11 00:00:00,5.1,,,
-66.08805555555556,43.82694444444444,,,9,100,,12,,M,,61,YARMOUTH A,18.1,,8206496.2020.9.12,,,,NS,8206496,2020,,0,,,5.4,,,,11.8,2020-09-12 00:00:00,6.2,,,
-66.08805555555556,43.82694444444444,,32,9,100,,13,,M,,60,YARMOUTH A,20.8,,8206496.2020.9.13,,,,NS,8206496,2020,,0,,,5.3,16,,,13.1,2020-09-13 00:00:00,4.9,,,
-66.08805555555556,43.82694444444444,,35,9,100,,14,,M,,69,YARMOUTH A,20.8,,8206496.2020.9.14,,,,NS,8206496,2020,,0,,,9.6,34,,,15.2,2020-09-14 00:00:00,2.8,,,
-66.08805555555556,43.82694444444444,,34,9,99,,15,,M,,56,YARMOUTH A,15.2,,8206496.2020.9.15,,,,NS,8206496,2020,,0,,,6.2,33,,,10.7,2020-09-15 00:00:00,7.3,,,
-66.08805555555556,43.82694444444444,,41,9,100,,16,,M,,65,YARMOUTH A,16.9,,8206496.2020.9.16,,,,NS,8206496,2020,,0,,,6.2,20,,,11.6,2020-09-16 00:00:00,6.4,,,
-66.08805555555556,43.82694444444444,,39,9,100,,17,,M,,73,YARMOUTH A,20.7,,8206496.2020.9.17,,,,NS,8206496,2020,,0,,,12.8,21,,,16.8,2020-09-17 00:00:00,1.2,,,
-66.08805555555556,43.82694444444444,,,9,100,,18,,M,,90,YARMOUTH A,18.2,,8206496.2020.9.18,,,,NS,8206496,2020,,0,,,9.2,,,,13.7,2020-09-18 00:00:00,4.3,,,
-66.08805555555556,43.82694444444444,,46,9,95,,19,,M,,38,YARMOUTH A,14.9,,8206496.2020.9.19,,,,NS,8206496,2020,,0,,,5.4,34,,,10.2,2020-09-19 00:00:00,7.8,,,
-66.08805555555556,43.82694444444444,,40,9,99,,20,,M,,31,YARMOUTH A,15.1,,8206496.2020.9.20,,,,NS,8206496,2020,,0,,,3.3,33,,,9.2,2020-09-20 00:00:00,8.8,,,
-66.08805555555556,43.82694444444444,,33,9,92,,21,,M,,31,YARMOUTH A,17.5,,8206496.2020.9.21,,,,NS,8206496,2020,,0,,,2.4,8,,,10,2020-09-21 00:00:00,8,,,
-66.08805555555556,43.82694444444444,,71,9,99,,22,,M,,64,YARMOUTH A,11.2,,8206496.2020.9.22,,,,NS,8206496,2020,,0,,,6,2,,,8.6,2020-09-22 00:00:00,9.4,,,
-66.08805555555556,43.82694444444444,,68,9,99,,23,,M,,75,YARMOUTH A,15.9,,8206496.2020.9.23,,,,NS,8206496,2020,,0,,,9,33,,,12.5,2020-09-23 00:00:00,5.5,,,
-66.08805555555556,43.82694444444444,,,9,99,,24,,M,,72,YARMOUTH A,18.2,,8206496.2020.9.24,,,,NS,8206496,2020,,0,,,12.1,,,,15.2,2020-09-24 00:00:00,2.8,,,
-66.08805555555556,43.82694444444444,,,9,100,,25,,M,,38,YARMOUTH A,21.1,,8206496.2020.9.25,,,,NS,8206496,2020,,0,,,9.4,,,,15.3,2020-09-25 00:00:00,2.7,,,
