,T_min,T_max,R_s
2013-04-23,1.2,8.7,9.3528
2013-04-24,5.7,13.5,6.6528
2013-04-25,3.5,11.1,5.8716
2013-04-26,0.0,14.7,24.685200000000002
2013-04-27,-0.8,12.9,27.8748
2013-04-28,1.5,14.8,28.026
2013-04-29,1.2,14.9,27.5652
2013-04-30,0.8,14.3,27.3132
2013-05-01,1.5,14.4,25.253999999999998
2013-05-02,3.9,17.0,26.9028
2013-05-03,3.2,19.0,26.6472
2013-05-04,1.2,15.2,28.8108
2013-05-05,1.9,12.6,28.674
2013-05-06,1.6,14.9,28.296
2013-05-07,8.0,15.9,24.4368
2013-05-08,8.1,20.9,26.6184
2013-05-09,10.1,15.5,10.8576
2013-05-10,8.3,16.7,15.426
2013-05-11,7.3,14.9,10.728
2013-05-12,7.8,14.6,6.5628
2013-05-13,6.3,11.6,29.0736
2013-05-14,5.9,12.2,12.0492
2013-05-15,5.3,13.0,30.078
2013-05-16,7.6,15.4,18.903599999999997
2013-05-17,5.0,12.1,23.5512
2013-05-18,3.4,12.1,30.2616
2013-05-19,3.6,11.2,23.2416
2013-05-20,7.6,10.3,6.3144
2013-05-21,7.9,12.0,6.606000000000001
2013-05-22,7.8,10.5,16.506
2013-05-23,7.7,14.9,18.2124
2013-05-24,11.2,16.4,19.0116
2013-05-25,9.5,15.1,22.4136
2013-05-26,7.5,10.4,20.8116
2013-05-27,7.0,11.3,20.5272
2013-05-28,6.6,15.5,18.1404
2013-05-29,6.9,15.4,5.5584
2013-05-30,9.9,15.5,16.578
2013-05-31,9.9,24.9,23.043599999999998
2013-06-01,11.6,22.3,20.055600000000002
2013-06-02,11.7,16.7,21.4848
2013-06-03,12.2,14.4,17.3196
2013-06-04,9.8,16.2,18.8856
2013-06-05,9.1,14.6,24.8472
2013-06-06,8.4,18.3,13.7304
2013-06-07,9.4,17.65,24.087600000000002
2013-06-08,10.4,17.0,26.5428
2013-06-09,10.1,14.8,22.662
2013-06-10,9.8,16.2,21.078
2013-06-11,10.0,12.9,12.366
2013-06-12,10.6,12.4,25.0992
2013-06-13,10.0,16.7,23.8068
2013-06-14,9.9,13.2,12.3876
2013-06-15,7.5,18.4,31.6764
2013-06-16,11.6,20.6,27.205199999999998
2013-06-17,12.1,18.9,28.944
2013-06-18,11.7,20.0,27.6336
2013-06-19,10.4,20.3,29.3184
2013-06-20,10.2,21.9,31.788
2013-06-21,11.4,17.6,25.4772
2013-06-22,11.3,20.8,21.564
2013-06-23,13.6,19.5,16.488
2013-06-24,13.5,17.4,15.138
2013-06-25,14.0,26.6,26.557199999999998
2013-06-26,13.7,23.4,10.656
2013-06-27,14.1,18.8,16.2576
2013-06-28,14.6,18.5,7.6212
2013-06-29,14.9,18.3,8.3844
2013-06-30,14.8,18.6,9.2988
2013-07-01,14.5,18.7,8.2116
2013-07-02,13.9,17.8,8.6616
2013-07-03,13.3,17.8,20.3436
2013-07-04,15.2,22.6,28.4436
2013-07-05,16.5,24.2,29.6748
2013-07-06,16.1,24.9,26.168400000000002
2013-07-07,14.9,23.3,28.152
2013-07-08,15.6,24.7,11.8476
2013-07-09,16.1,20.4,10.281600000000001
2013-07-10,15.9,19.5,10.6164
2013-07-11,15.0,20.1,8.434800000000001
2013-07-12,14.6,27.0,22.2408
2013-07-13,13.9,23.2,29.3004
2013-07-14,13.8,21.2,26.6004
2013-07-15,13.7,26.7,29.5308
2013-07-16,15.1,32.6,27.7812
2013-07-17,15.7,23.9,22.1292
2013-07-18,16.0,26.1,23.860799999999998
2013-07-19,15.3,22.7,13.597199999999999
2013-07-20,16.2,23.6,20.5416
2013-07-21,13.3,23.4,24.5124
2013-07-22,11.1,24.7,28.022399999999998
2013-07-23,17.0,20.7,9.108
2013-07-24,15.2,19.9,8.6544
2013-07-25,15.4,22.7,12.322799999999999
2013-07-26,15.3,25.0,15.3468
2013-07-27,14.0,19.8,22.6476
2013-07-28,15.0,24.0,14.3748
2013-07-29,14.7,20.9,13.2084
2013-07-30,13.0,20.7,10.8576
2013-07-31,12.4,21.1,28.5912
2013-08-01,11.5,22.2,17.5788
2013-08-02,15.0,22.5,10.854000000000001
2013-08-03,14.2,22.1,15.156
2013-08-04,12.7,22.4,27.0936
2013-08-05,11.3,18.3,27.7848
2013-08-06,11.7,20.3,28.328400000000002
2013-08-07,9.5,21.4,27.8532
2013-08-08,9.4,22.4,18.3888
2013-08-09,16.8,19.8,6.7068
2013-08-10,13.3,22.0,23.072400000000002
2013-08-11,11.8,19.8,27.7344
2013-08-12,13.6,22.4,25.7472
2013-08-13,13.3,22.6,8.9496
2013-08-14,13.2,21.2,10.8972
2013-08-15,11.6,19.2,27.2196
2013-08-16,12.6,21.2,25.218
2013-08-17,11.85,21.65,24.188399999999998
2013-08-18,11.1,22.1,22.3776
2013-08-19,15.2,20.7,22.5396
2013-08-20,13.6,25.4,21.1248
2013-08-21,12.0,23.7,23.3964
2013-08-22,14.4,22.1,18.1656
2013-08-23,13.4,22.9,18.7308
2013-08-24,11.1,20.5,24.9444
2013-08-25,9.6,23.4,25.506
2013-08-26,12.8,19.2,7.027200000000001
2013-08-27,14.1,23.8,18.1368
2013-08-28,15.6,23.9,13.427999999999999
2013-08-29,14.7,22.9,13.8096
2013-08-30,13.3,18.1,17.7516
2013-08-31,15.3,22.6,13.482
2013-09-01,15.7,19.1,5.5728
2013-09-02,17.1,22.1,7.4124
2013-09-03,15.7,20.2,8.6256
2013-09-04,13.9,20.0,13.932
2013-09-05,10.4,17.55,7.8804
2013-09-06,6.9,15.1,23.2992
2013-09-07,10.6,19.3,21.9924
2013-09-08,9.5,15.9,4.5576
2013-09-09,8.1,14.6,21.7548
2013-09-10,12.1,18.6,13.95
2013-09-11,15.1,19.3,7.0668
2013-09-12,14.3,21.5,10.8216
2013-09-13,15.1,21.0,5.9148000000000005
2013-09-14,12.0,17.7,10.8684
2013-09-15,10.8,16.5,20.782799999999998
2013-09-16,6.8,17.5,10.3824
2013-09-17,3.3,14.0,21.3876
2013-09-18,7.1,16.5,20.7252
2013-09-19,9.8,17.6,20.5884
2013-09-20,8.2,21.2,19.7208
2013-09-21,9.3,17.0,18.5004
2013-09-22,12.8,22.0,11.4408
2013-09-23,10.2,13.8,9.0864
2013-09-24,8.3,11.6,6.2388
2013-09-25,8.8,13.8,10.0908
2013-09-26,10.7,15.1,6.606
2013-09-27,7.5,20.7,17.9172
2013-09-28,5.0,19.3,18.9
2013-09-29,3.0,15.9,18.18
2013-09-30,5.2,17.3,8.028
2013-10-01,11.0,19.0,5.7348
2013-10-02,8.5,20.0,17.0388
2013-10-03,10.2,18.6,17.3304
2013-10-04,8.1,17.6,16.1712
2013-10-05,7.6,15.8,10.0044
2013-10-06,5.0,14.8,16.776
2013-10-07,10.9,18.8,5.1768
2013-10-08,6.8,17.5,13.7844
2013-10-09,4.2,15.4,16.4088
2013-10-10,2.8,16.5,14.738399999999999
2013-10-11,5.3,19.8,13.1148
2013-10-12,4.1,16.6,15.588000000000001
2013-10-13,1.2,14.1,15.8508
2013-10-14,1.7,13.3,15.228
2013-10-15,5.6499999999999995,15.15,10.0836
2013-10-16,9.6,17.0,3.0744
2013-10-17,11.8,16.0,10.728
2013-10-18,11.8,15.3,3.0671999999999997
2013-10-19,10.2,14.9,13.9896
2013-10-20,9.9,15.9,7.758
2013-10-21,6.4,12.7,14.0616
2013-10-22,4.4,15.8,6.2496
2013-10-23,4.3,11.7,11.3832
2013-10-24,5.6,10.7,8.9388
2013-10-25,4.7,10.3,8.096400000000001
2013-10-26,4.2,11.5,10.2924
2013-10-27,7.0,10.6,4.86
2013-10-28,1.0,11.5,9.9288
2013-10-29,-3.2,6.7,12.4056
2013-10-30,-2.8,7.6,5.8752
2013-10-31,5.1000000000000005,12.100000000000001,8.6364
2013-11-01,13.0,16.6,2.466
2013-11-02,9.2,13.4,2.7432000000000003
2013-11-03,-1.2,9.9,3.0168
2013-11-04,-2.6,5.0,12.0096
2013-11-05,-2.4,7.4,9.0468
2013-11-06,3.5,11.2,5.5656
2013-11-07,6.4,14.2,2.8224
2013-11-08,3.9,6.5,3.2184
2013-11-09,-0.5,4.7,3.5568
2013-11-10,0.3,7.7,2.25
2013-11-11,4.6,7.7,2.8691999999999998
2013-11-12,-0.6,8.0,2.3076
2013-11-13,-1.3,1.0,3.7008
2013-11-14,0.3,8.0,4.4352
2013-11-15,0.2,11.4,8.5356
2013-11-16,2.2,10.5,3.9708
2013-11-17,5.0,8.7,4.9536
2013-11-18,8.1,13.8,1.3896
2013-11-19,1.0,9.7,3.456
2013-11-20,-1.5,1.8,9.4032
2013-11-21,-0.7,7.1,9.0468
2013-11-22,4.4,9.8,4.5108
2013-11-23,1.1,7.3,4.0968
2013-11-24,-4.7,1.6,2.8944
2013-11-25,-4.4,0.9,5.8248
2013-11-26,0.6,8.0,1.9476
2013-11-27,4.1,14.6,1.17
2013-11-28,-2.3,12.4,3.9419999999999997
2013-11-29,-5.6,-2.2,4.5468
2013-11-30,-7.8,-1.7,6.3252
2013-12-01,-2.5,4.3,3.4272
2013-12-02,1.7,6.1,2.484
2013-12-03,5.0,7.6,1.5084
2013-12-04,3.1,5.4,2.0412
2013-12-05,0.1,8.7,6.7139999999999995
2013-12-06,2.7,11.2,0.9252
2013-12-07,-2.5,3.9,3.5136
2013-12-08,-4.8,-1.2,5.5512
2013-12-09,-5.8,2.2,2.1348
2013-12-10,-3.2,4.6,1.5372000000000001
2013-12-11,-4.2,-0.1,3.1716
2013-12-12,-8.9,-2.5,3.6216
2013-12-13,-10.4,-2.2,2.6892
2013-12-14,-13.8,-10.3,4.3776
2013-12-15,-11.4,7.2,1.332
2013-12-16,-8.9,-0.7,4.14
2013-12-17,-10.8,-4.3,6.1128
2013-12-18,-4.3,0.1,1.4004
2013-12-19,-2.4,3.7,2.34
2013-12-20,-2.0,6.8,2.1276
2013-12-21,5.1,8.6,2.5020000000000002
2013-12-22,1.6,10.2,1.3896
2013-12-23,1.4,4.2,1.4976
2013-12-24,1.6,0.20000000000000018,1.6164
2013-12-25,-8.4,-3.8,5.5872
2013-12-26,-6.8,0.8,2.3364000000000003
2013-12-27,-2.2,0.0,4.5396
2013-12-28,-7.2,4.7,2.8404000000000003
2013-12-29,-2.0,6.9,3.5784000000000002
2013-12-30,-8.0,8.9,2.8224
2013-12-31,-11.0,-7.3,6.3504
2014-01-01,-10.1,-4.3,5.3100000000000005
2014-01-02,-16.9,-9.8,3.5964
2014-01-03,-16.8,-10.4,1.5876000000000001
2014-01-04,-12.9,2.6,3.6828000000000003
2014-01-05,-1.9,4.7,5.2992
2014-01-06,0.4,10.9,1.8756000000000002
2014-01-07,-9.1,4.3,1.9368
2014-01-08,-8.4,-3.4,2.2716
2014-01-09,-12.6,-4.1,4.0068
2014-01-10,-12.6,3.4,3.8735999999999997
2014-01-11,2.6,9.9,1.5156
2014-01-12,3.4,10.2,4.7304
2014-01-13,1.7,5.6,8.1288
2014-01-14,3.8,10.7,1.4508
2014-01-15,2.2,9.7,7.3512
2014-01-16,2.8,5.7,1.5696
2014-01-17,-2.0,4.6,3.2039999999999997
2014-01-18,-2.5,3.3,2.988
2014-01-19,-0.2,3.1,2.5884
2014-01-20,-4.9,3.4,2.1672000000000002
2014-01-21,-10.5,-4.9,5.8068
2014-01-22,-10.8,-7.6,1.458
2014-01-23,-10.5,-5.4,4.0968
2014-01-24,-10.5,-5.8,7.3224
2014-01-25,-6.0,5.0,3.0852
2014-01-26,-8.2,2.8,3.7152
2014-01-27,-2.8,6.9,3.2760000000000002
2014-01-28,-8.1,-2.8,6.7104
2014-01-29,-8.0,-2.6,2.6532
2014-01-30,-6.5,-1.3,7.4879999999999995
2014-01-31,-1.3,4.3,4.8204
2014-02-01,-2.4,3.4,9.6372
2014-02-02,2.0,6.8,5.0544
2014-02-03,-3.1,2.4,4.0284
2014-02-04,-6.2,0.2,10.8216
2014-02-05,-7.1,-2.3,1.5156
2014-02-06,-11.9,-4.5,8.19
2014-02-07,-5.3,-1.9,6.0984
2014-02-08,-7.3,-1.0,6.732
2014-02-09,-10.0,-4.6,8.046
2014-02-10,-9.0,-2.9,6.5484
2014-02-11,-10.7,-5.4,7.549200000000001
2014-02-12,-17.2,-8.3,8.7696
2014-02-13,-15.8,8.4,4.5144
2014-02-14,-1.1,8.6,3.7728
2014-02-15,-2.1,2.0,7.6896
2014-02-16,-5.8,0.8,5.4828
2014-02-17,-8.1,-3.7,8.802
2014-02-18,-11.8,0.9,10.746
2014-02-19,-0.5,2.0,6.559200000000001
2014-02-20,0.7,4.5,13.4244
2014-02-21,-0.1,8.5,3.3228
2014-02-22,2.1,8.3,14.562
2014-02-23,0.9,7.0,8.8632
2014-02-24,-5.8,4.9,11.3256
2014-02-25,-6.9,-4.8,11.5272
2014-02-26,-9.2,-3.7,7.7796
2014-02-27,-9.1,-2.0,11.3976
2014-02-28,-8.5,-4.1,12.2976
2014-03-01,-13.3,0.7,12.5604
2014-03-02,-5.2,2.5,2.9916
2014-03-03,-11.6,-5.1,7.4807999999999995
2014-03-04,-14.4,-4.1,15.7248
2014-03-05,-13.8,-3.2,9.3744
2014-03-06,-15.9,-5.2,15.4044
2014-03-07,-14.4,0.9,16.761599999999998
2014-03-08,-3.3,7.8,12.7908
2014-03-09,-7.7,-1.2,16.8768
2014-03-10,-6.6,0.1,12.294
2014-03-11,-5.6,3.0,2.9016
2014-03-12,-3.1,9.2,5.4864
2014-03-13,-9.0,10.2,4.1328
2014-03-14,-9.0,1.5,19.1592
2014-03-15,1.4,6.5,6.4368
2014-03-16,-8.3,3.2,15.5916
2014-03-17,-9.3,-5.5,17.0388
2014-03-18,-10.0,-2.0,20.3508
2014-03-19,-8.7,4.9,19.692
2014-03-20,-1.9,8.3,3.6576
2014-03-21,0.5,5.2,18.7488
2014-03-22,-0.4,5.1,12.852
2014-03-23,-8.0,5.2,12.466800000000001
2014-03-24,-11.3,-4.4,18.3744
2014-03-25,-9.1,-0.2,19.8504
2014-03-26,-5.1,-2.3,2.6856
2014-03-27,-4.5,1.7,16.614
2014-03-28,0.8,7.0,9.2448
2014-03-29,2.6,11.1,12.362400000000001
2014-03-30,1.4,7.5,3.9456
2014-03-31,-0.8,4.8,4.4316
2014-04-01,-1.3,2.0,10.3968
2014-04-02,-1.5,4.8,12.114
2014-04-03,-1.2,4.2,11.0484
2014-04-04,-2.4,8.7,20.4912
2014-04-05,1.3,7.9,3.4416
2014-04-06,1.9,5.7,22.6908
2014-04-07,0.1,10.6,21.636
2014-04-08,4.6,11.2,2.6172
2014-04-09,1.0,8.0,19.746
2014-04-10,-0.5,6.2,24.8796
2014-04-11,3.7,10.4,6.9228
2014-04-12,2.6,11.4,14.8284
2014-04-13,1.6,11.0,9.27
2014-04-14,7.1,14.9,19.8396
2014-04-15,8.1,16.3,16.8264
2014-04-16,-3.3,11.3,14.5944
2014-04-17,-3.1,8.8,26.1432
2014-04-18,-2.4,9.1,24.3684
2014-04-19,0.7,7.0,15.93
2014-04-20,0.6,11.5,26.208
2014-04-21,0.1,10.9,24.714000000000002
2014-04-22,6.1,15.7,22.5576
2014-04-23,6.2,13.8,7.542
2014-04-24,1.2,7.2,6.8111999999999995
2014-04-25,1.1,7.9,21.5928
2014-04-26,0.8,9.2,16.1136
2014-04-27,3.4,6.7,10.368
2014-04-28,3.4,9.1,9.0
2014-04-29,0.4,12.0,25.1676
2014-04-30,-1.0,7.4,21.9672
2014-05-01,2.7,9.2,5.5224
2014-05-02,3.8,13.7,14.274000000000001
2014-05-03,3.2,15.9,27.0216
2014-05-04,3.3,10.4,9.684
2014-05-05,3.8,11.1,13.9824
2014-05-06,3.9,12.4,27.918
2014-05-07,3.1,14.5,28.9548
2014-05-08,3.7,14.9,28.7892
2014-05-09,1.1,13.1,26.636400000000002
2014-05-10,8.0,12.5,5.2092
2014-05-11,5.4,15.0,21.222
2014-05-12,4.2,15.5,27.09
2014-05-13,2.6,11.4,24.534
2014-05-14,0.9,13.6,14.533199999999999
2014-05-15,8.6,15.1,16.1388
2014-05-16,9.7,19.0,26.64
2014-05-17,11.8,19.5,24.645599999999998
2014-05-18,8.6,16.6,11.8908
2014-05-19,7.6,10.7,7.4448
2014-05-20,7.3,11.8,11.7
2014-05-21,6.2,14.6,25.7328
2014-05-22,4.9,16.4,27.5256
2014-05-23,4.8,18.0,25.344
2014-05-24,5.6,16.7,20.5092
2014-05-25,4.2,14.1,26.0244
2014-05-26,3.3,14.9,12.1212
2014-05-27,7.7,18.3,27.27
2014-05-28,2.0,14.0,15.6384
2014-05-29,2.6,13.6,31.608
2014-05-30,3.7,13.7,24.93
2014-05-31,5.2,21.4,24.9192
2014-06-01,4.2,20.2,31.057199999999998
2014-06-02,5.3,18.2,23.1732
2014-06-03,6.6,22.0,30.1356
2014-06-04,10.7,21.9,25.956
2014-06-05,12.4,16.9,7.2972
2014-06-06,8.9,13.3,10.7352
2014-06-07,10.0,19.8,28.3392
2014-06-08,9.7,21.4,30.927599999999998
2014-06-09,11.3,20.4,26.4924
2014-06-10,10.6,18.0,14.0868
2014-06-11,8.9,21.5,30.4812
2014-06-12,8.5,20.0,17.0928
2014-06-13,12.0,18.3,15.948
2014-06-14,11.0,17.7,9.5472
2014-06-15,10.7,18.0,12.9564
2014-06-16,8.8,19.5,28.0044
2014-06-17,9.1,20.1,27.9936
2014-06-18,11.1,16.5,8.7624
2014-06-19,10.6,19.4,31.6476
2014-06-20,9.1,15.4,30.5532
2014-06-21,10.9,18.1,30.7404
2014-06-22,8.8,19.4,31.0248
2014-06-23,8.5,19.2,31.3164
2014-06-24,9.2,20.0,24.5232
2014-06-25,12.7,19.7,14.3496
2014-06-26,12.2,18.2,6.57
2014-06-27,9.7,23.0,23.5584
2014-06-28,9.2,23.0,30.924
2014-06-29,11.9,23.0,29.9448
2014-06-30,13.8,19.5,29.88
2014-07-01,15.0,20.8,23.4252
2014-07-02,15.3,21.9,17.9172
2014-07-03,16.3,21.6,15.7608
2014-07-04,15.2,22.2,19.4364
2014-07-05,11.4,21.2,9.1332
2014-07-06,12.4,19.3,27.3276
2014-07-07,13.3,19.7,22.1184
2014-07-08,14.8,22.4,22.2408
2014-07-09,14.7,21.2,20.2212
2014-07-10,13.1,22.6,26.424
2014-07-11,13.0,22.9,18.6372
2014-07-12,12.2,22.1,30.6612
2014-07-13,11.4,22.0,28.5948
2014-07-14,15.6,18.3,7.38
2014-07-15,16.9,22.6,13.467600000000001
2014-07-16,16.6,23.1,19.2636
2014-07-17,13.6,19.7,8.7228
2014-07-18,11.5,21.3,27.6768
2014-07-19,12.0,25.7,24.4296
2014-07-20,14.7,24.4,15.1812
2014-07-21,12.8,24.5,24.0012
2014-07-22,12.7,20.3,25.326
2014-07-23,13.7,22.0,26.2116
2014-07-24,14.2,20.2,9.226799999999999
2014-07-25,13.4,21.3,25.3404
2014-07-26,14.1,22.6,21.8628
2014-07-27,14.7,23.0,22.302
2014-07-28,17.4,22.8,10.2996
2014-07-29,14.1,21.3,21.6468
2014-07-30,13.4,21.4,10.515600000000001
2014-07-31,12.4,20.8,25.2972
2014-08-01,12.2,22.3,23.796
2014-08-02,14.5,20.6,9.0396
2014-08-03,14.8,20.1,8.3448
2014-08-04,14.7,19.9,11.0088
2014-08-05,14.8,21.7,20.7072
2014-08-06,14.2,19.6,11.1672
2014-08-07,13.0,20.4,23.5944
2014-08-08,13.2,19.6,24.4692
2014-08-09,13.3,21.7,19.5696
2014-08-10,12.9,23.9,24.1668
2014-08-11,12.6,22.0,26.406
2014-08-12,12.8,22.8,27.2232
2014-08-13,13.6,21.3,16.898400000000002
2014-08-14,15.0,20.1,7.6968000000000005
2014-08-15,10.4,19.5,22.1508
2014-08-16,13.4,19.9,21.852
2014-08-17,13.9,21.6,12.2076
2014-08-18,12.9,18.6,23.22
2014-08-19,12.7,18.8,25.7868
2014-08-20,13.3,20.8,25.452
2014-08-21,11.5,25.0,11.7612
2014-08-22,16.0,22.5,11.61
2014-08-23,12.5,21.6,13.7736
2014-08-24,11.1,22.0,24.8004
2014-08-25,9.5,21.9,23.9868
2014-08-26,12.2,22.0,24.1884
2014-08-27,16.0,21.4,23.2992
2014-08-28,14.4,23.3,18.378
2014-08-29,9.6,19.8,24.2676
2014-08-30,7.6,19.6,22.59
2014-08-31,14.6,21.1,11.5128
2014-09-01,16.9,24.1,15.5556
2014-09-02,16.7,21.9,13.8816
2014-09-03,14.7,22.7,15.0444
2014-09-04,13.5,22.0,22.9212
2014-09-05,13.3,23.4,21.7404
2014-09-06,15.8,20.5,6.3684
2014-09-07,11.5,17.9,18.1116
2014-09-08,9.2,21.7,23.0508
2014-09-09,9.6,21.0,19.2492
2014-09-10,11.6,21.7,18.3348
2014-09-11,10.2,20.5,10.9008
2014-09-12,9.2,16.9,21.9636
2014-09-13,8.5,20.3,18.7596
2014-09-14,10.0,16.5,15.768
2014-09-15,5.8,14.4,21.0996
2014-09-16,6.1,16.5,14.6448
2014-09-17,7.9,17.2,20.5596
2014-09-18,6.4,19.1,17.1
2014-09-19,2.6,11.9,21.2436
2014-09-20,0.9,16.9,17.0676
2014-09-21,13.2,23.7,13.1868
2014-09-22,11.3,19.1,14.634
2014-09-23,10.2,13.9,17.8164
2014-09-24,4.9,15.1,19.846799999999998
2014-09-25,3.9,16.5,14.2812
2014-09-26,3.5,18.1,17.73
2014-09-27,10.2,22.2,18.2196
2014-09-28,11.7,22.2,17.866799999999998
2014-09-29,13.1,20.1,6.372
2014-09-30,13.6,20.2,6.5664
2014-10-01,12.8,17.9,5.2488
2014-10-02,9.5,19.5,16.2936
2014-10-03,9.3,16.6,8.5284
2014-10-04,13.2,20.0,6.4728
2014-10-05,9.4,18.6,3.294
2014-10-06,6.5,17.1,16.451999999999998
2014-10-07,4.8,17.4,14.1624
2014-10-08,12.4,19.2,5.0652
2014-10-09,11.8,15.7,15.7644
2014-10-10,8.8,15.4,14.936399999999999
2014-10-11,6.4,11.6,3.366
2014-10-12,4.7,12.8,15.7356
2014-10-13,3.4,15.5,15.2928
2014-10-14,13.6,16.4,3.8952
2014-10-15,15.3,19.7,9.4716
2014-10-16,16.3,21.6,7.4376
2014-10-17,14.4,20.3,6.526800000000001
2014-10-18,13.5,19.2,11.3544
2014-10-19,5.5,15.3,6.9408
2014-10-20,5.1,9.9,6.714
2014-10-21,3.9,14.9,7.9884
2014-10-22,11.3,13.9,2.2356000000000003
2014-10-23,12.5,14.5,2.1996
2014-10-24,8.5,17.4,4.3488
2014-10-25,3.4,9.4,3.0348
2014-10-26,3.9,14.2,6.1812
2014-10-27,8.6,12.2,6.84
2014-10-28,6.9,11.7,4.3632
2014-10-29,11.7,18.1,6.3612
2014-10-30,5.0,13.5,10.4148
2014-10-31,2.9,12.4,6.8076
2014-11-01,5.1,9.3,2.2068
2014-11-02,1.9,10.4,2.0052
2014-11-03,1.9,5.6,2.4084
2014-11-04,3.1,8.2,11.2284
2014-11-05,5.3,14.2,2.3796
2014-11-06,3.6,10.1,2.5272
2014-11-07,3.1,13.2,1.6272
2014-11-08,3.0,7.1,7.0236
2014-11-09,5.2,12.2,4.3596
2014-11-10,1.7,11.9,9.8856
2014-11-11,0.6,13.2,9.9612
2014-11-12,8.5,14.3,4.7052000000000005
2014-11-13,1.2,12.2,9.7272
2014-11-14,1.4,3.8,1.674
2014-11-15,-0.5,2.1,4.8852
2014-11-16,-3.0,9.0,5.3316
2014-11-17,6.6,15.4,1.5372
2014-11-18,-1.0,15.1,3.9852
2014-11-19,-1.1,3.8,4.0356
2014-11-20,2.2,8.2,2.0052
2014-11-21,-2.3,2.4,3.7152
2014-11-22,-2.9,8.3,5.0724
2014-11-23,2.2,10.9,2.7036
2014-11-24,1.5,15.6,1.8
2014-11-25,9.2,14.5,3.3444
2014-11-26,3.0,9.8,1.278
2014-11-27,-0.5,11.9,3.798
2014-11-28,-2.0,1.2,4.3308
2014-11-29,-3.2,0.1,4.4208
2014-11-30,-1.8,11.6,3.2076
2014-12-01,2.2,13.1,6.2892
2014-12-02,-4.4,2.2,7.5492
2014-12-03,-1.7,12.8,1.6056
2014-12-04,-4.5,7.7,5.724
2014-12-05,-8.0,-2.1,7.6428
2014-12-06,-3.8,10.3,1.0656
2014-12-07,-9.5,4.9,4.6116
2014-12-08,-10.3,-2.8,7.848
2014-12-09,-3.0,9.6,2.9844
2014-12-10,8.5,14.9,1.1844
2014-12-11,4.7,10.3,5.3316
2014-12-12,2.1,6.7,1.7207999999999999
2014-12-13,-0.8,6.1,4.554
2014-12-14,-2.0,5.9,5.785200000000001
2014-12-15,-0.4,3.8,1.8432
2014-12-16,-1.6,2.6,3.7656
2014-12-17,0.2,7.8,2.3436
2014-12-18,0.0,7.4,2.3904
2014-12-19,-0.2,0.7,2.8548
2014-12-20,-1.8,1.0,3.4056
2014-12-21,-1.6,3.5,3.798
2014-12-22,-3.3,4.5,7.3187999999999995
2014-12-23,-3.2,1.9,1.5444
2014-12-24,1.9,12.9,2.358
2014-12-25,6.7,14.4,1.2204
2014-12-26,4.9,7.9,7.3764
2014-12-27,0.8,8.1,6.3396
2014-12-28,3.3,8.1,0.864
2014-12-29,-3.7,3.8,5.4324
2014-12-30,-8.9,-3.8,6.4403999999999995
2014-12-31,-9.5,-3.5,3.4164
2015-01-01,-8.0,2.5,2.916
2015-01-02,-5.6,3.0,2.6784
2015-01-03,-8.8,-5.3,5.148000000000001
2015-01-04,-7.4,10.1,0.8676
2015-01-05,-10.0,9.9,4.8671999999999995
2015-01-06,-13.9,-9.6,3.1896
2015-01-07,-13.9,-8.3,3.4308
2015-01-08,-14.8,-3.8,3.7332
2015-01-09,-4.5,5.2,1.4616
2015-01-10,-7.4,-2.0,2.79
2015-01-11,-6.4,2.7,4.1112
2015-01-12,0.1,5.6,1.7136
2015-01-13,-14.0,0.1,5.8212
2015-01-14,-13.0,-3.0,6.9984
2015-01-15,-3.0,0.6,3.708
2015-01-16,-9.4,3.3,3.2724
2015-01-17,-14.1,-8.5,5.2092
2015-01-18,-11.6,7.0,4.7412
2015-01-19,3.0,10.4,2.2464
2015-01-20,1.6,2.95,4.0428
2015-01-21,-8.9,-4.5,9.3312
2015-01-22,-8.8,-2.5,3.5712
2015-01-23,-4.9,2.2,6.5052
2015-01-24,1.3,10.0,2.1744
2015-01-25,-7.0,4.0,4.3992
2015-01-26,-9.1,-4.9,9.0936
2015-01-27,-9.4,-2.0,3.0312
2015-01-28,-5.7,-1.0,3.708
2015-01-29,-8.8,0.1,8.4744
2015-01-30,-10.7,0.5,3.6252
2015-01-31,-6.8,0.6,1.5912
2015-02-01,-11.1,-6.8,5.5944
2015-02-02,-13.4,-6.2,2.6064
2015-02-03,-12.0,-6.4,6.5916
2015-02-04,-14.9,1.7,6.0984
2015-02-05,-10.4,3.6,3.132
2015-02-06,-12.9,-5.8,8.0244
2015-02-07,-9.2,-2.7,8.2692
2015-02-08,-11.7,-7.7,4.4856
2015-02-09,-13.1,-9.2,4.6512
2015-02-10,-10.4,-2.7,4.698
2015-02-11,-14.9,-7.0,11.2428
2015-02-12,-15.5,-4.4,5.346
2015-02-13,-12.0,-5.8,6.2532
2015-02-14,-14.0,-5.6,10.8864
2015-02-15,-12.5,-6.1,4.6836
2015-02-16,-13.1,-7.6,7.704
2015-02-17,-11.2,-5.2,8.6112
2015-02-18,-10.0,-1.1,10.7388
2015-02-19,-4.4,2.0,6.2496
2015-02-20,-8.2,-3.9,7.0812
2015-02-21,-9.1,1.3,11.9376
2015-02-22,-4.7,4.8,4.3452
2015-02-23,-16.7,0.6,7.776
2015-02-24,-17.0,-4.7,14.958
2015-02-25,-7.0,3.4,8.031600000000001
2015-02-26,-9.5,-2.8,6.5268
2015-02-27,-11.3,-5.2,15.912
